LigandID,Score,SMILES,OnBits
4924,21.7,Fc1c(N2C[C@@H](C[N+H3])/C(=N\OC)/C2)nc2N(C3CC3)C=C(C(=O)[O-])C(=O)c2c1,"91,140,147,457,807,844"
3129,11.5,O(C)c1cc2c([nH]c3[C@H]4[C@H]5[C@@H](CC)C[C@H](C[N+H]5CCc23)C4)cc1,"91,140,147,457,807,844"
1442,-3.3,O=C(C(C)(C)c1cnccc1)c1cnccc1,"19,33,64,114,208,280,356,361,378,382,392,393,409,437,511,562,579,622,650,726,732,807,842,845,849,893,938,961,993"
494,-3.8,O=C([O-])[C@@H]1[N+](C)(C)C[C@@H](O)C1,"33,97,188,202,233,268,332,493,575,590,607,650,653,712,715,721,807,893,919,926,1011,1018,1019"
886,-4.3,O=C([O-])Cc1ccc(NC(=O)C)cc1,"33,53,80,128,191,202,245,284,310,325,356,530,650,715,726,730,785,792,807,843,849,893,913,1017"
576,-4.1,O(C)c1ccc(C[C@@H]([N+H3])C)cc1,"91,140,147,457,807,844"
4488,5.2,O=C(OCC[N+@H]1[C@@H](C)[C@H](c2ccccc2)OCC1)[C@H](CC)c1ccccc1,"91,140,147,457,807,844"
6469,8.7,O=C(Oc1c(C)c(C)c2O[C@](CCC[C@@H](CCC[C@H](CCCC(C)C)C)C)(C)CCc2c1C)C,"1,11,33,36,80,118,138,146,170,250,252,258,262,270,283,333,356,361,406,441,489,538,599,650,656,672,695,698,701,705,714,739,740,741,751,755,764,795,807,823,836,856,887,893,895,926,1017"
130,-4.3,P(=O)([O-])([O-])C(=O)[O-],"192,202,486,545,560,563,565,650,715,807,893"
3314,4.5,[N+@H](Cc1c2c(ccc1)cccc2)(Cc1ccc(C(C)(C)C)cc1)C,"91,140,147,457,807,844"
3959,-0.4,O=C([O-])[C@H]([N+H2][C@@H](C(=O)N1[C@@H](C(=O)[O-])CCC1)C)CCc1ccccc1,"91,140,147,457,807,844"
1183,-5.4,O=C1C(C#N)=CC(c2ccncc2)=C(C)N1,"33,90,112,136,184,222,314,352,356,360,361,378,383,493,503,552,579,586,594,650,674,692,698,721,725,726,750,790,838,842,849,875,974"
4518,20.5,O=C(OC)C=1[C@H]2[C@@H]([C@@H](C)OC=1)C[N+H]1[C@@H](C3(C(=O)Nc4c3cccc4)CC1)C2,"91,140,147,457,807,844"
2598,-1.1,O[C@H]1[C@H](c2ccc(O)cc2)Oc2c([C@H]1O)c(O)cc(O)c2,"64,157,164,167,225,233,255,289,356,416,463,486,502,513,529,578,583,584,608,624,656,726,745,750,754,779,807,849,875,881,983,1019"
6509,9.0,Brc1cc(F)c(Nc2ncnc3c2cc(OC)c(OCC2CC[N+H](C)CC2)c3)cc1,"91,140,147,457,807,844"
728,-5.3,Clc1c2c(c(O)cc1)nccc2,"19,64,303,333,344,356,366,378,394,428,448,451,549,561,578,583,659,666,700,726,807,842,849,915,935"
491,-3.8,O=C([O-])[C@@H]1[N+](C)(C)C[C@@H](O)C1,"33,97,188,202,233,268,332,493,575,590,607,650,653,712,715,721,807,893,919,926,1011,1018,1019"
6129,6.0,S(CC1=C(C(=O)[O-])N2C(=O)[C@H](NC(=O)Cn3nnnc3)[C@@H]2SC1)c1sc(C)nn1,"5,33,39,40,41,61,80,89,116,118,128,140,162,165,186,202,233,243,255,281,288,294,305,314,329,341,356,378,387,390,417,419,470,484,486,543,544,614,650,665,675,698,715,747,753,759,762,797,807,849,859,872,882,892,893,898,926,932,935,941,998,999,1019"
699,-3.8,O=C([O-])/C=C/c1ccc(OC)cc1,"25,31,33,85,202,280,284,322,356,512,593,650,694,695,715,718,726,781,807,831,835,841,849,878,893,1009"
2497,-4.7,O([C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)c1cc(C)c(O)cc1,"13,33,80,210,222,233,299,322,356,367,451,463,489,492,524,578,583,595,610,656,695,696,698,718,726,740,751,801,807,819,820,849,875,897,953,1019"
2632,-0.2,O=C(OC[C@@H](CCCC)CC)/C=C/c1ccc(OC)cc1,"1,25,31,33,49,80,118,147,176,190,194,205,284,294,304,322,356,396,512,520,564,591,650,694,695,718,726,739,746,781,794,807,831,835,841,847,849,878,887,893,1009"
6974,13.1,O(C)c1c(O[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@H](CO)O2)ccc(C[C@H]2[C@@H](Cc3cc(OC)c(O)cc3)COC2=O)c1,"3,5,13,29,33,49,80,94,142,144,210,221,222,226,233,249,299,310,314,356,441,451,458,463,481,488,489,492,496,512,524,575,578,583,610,614,650,656,695,696,726,730,740,807,820,841,849,875,897,899,926,941,946,953,1019"
8345,66.4,O([C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1)[C@H]1[C@@H]([C@@H](CC/C=C(\C)/C)C)[C@]2(C)[C@@](C)([C@@H]3[C@]4([C@@]5(C(C(C)(C)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O)[C@H](CO)O6)CC5)C(=O)C3)C4)CC2)C1,"1,4,13,33,36,40,80,138,208,210,222,231,233,242,249,250,265,272,283,299,301,314,333,342,356,357,370,401,412,463,478,479,489,492,520,528,537,549,550,556,558,559,599,610,622,650,656,659,669,679,694,695,712,729,739,740,798,807,820,855,857,869,897,926,939,953,989,1003,1011,1017,1019"
8060,156.5,O=C1[C@@H]([C@@H](O)CCCCC)[C@H](O)C[C@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@H](O)[C@@H](O)[C@H](O)/C(/C)=C\C=C\C=C\C=C\C=C\[C@H](O)[C@H](C)O1,"1,18,33,59,80,125,163,164,171,208,225,227,233,259,266,268,285,290,294,314,346,348,356,359,394,407,420,438,463,533,539,590,591,642,650,656,662,676,678,689,698,722,739,750,753,794,807,835,849,862,887,890,926,941,971,1019"
4215,10.4,Fc1c(N2CCC(O)CC2)c2c3N([C@@H](C)CC2)C=C(C(=O)[O-])C(=O)c3c1,"13,33,43,77,96,146,162,178,202,233,285,301,308,314,333,335,356,360,361,407,416,456,458,464,525,544,577,590,624,650,699,705,714,715,734,806,807,816,825,844,849,875,892,893,904,926,931,935,944,967,1019"
4772,18.2,Cl[C@@H]1C2(C(=O)C=C(OC)C2)C23C([N+@H](C)CC2)(C(OC)=C(OC)C(=O)C3)C1,"91,140,147,457,807,844"
8486,78.5,O=C(O[C@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO)O1)[C@@]1(C)[C@H](O)[C@@H](O)C[C@]2(C)[C@@H]3[C@](C)([C@@]4(CO)C([C@@H]5[C@](C(=O)O[C@@H]6[C@@H](O)[C@@H](O)[C@@H](O)[C@H](CO)O6)(CC4)CCC(C)(C)C5)=CC3)CC[C@H]12,"13,33,36,62,80,102,124,138,155,188,190,198,210,222,233,250,256,267,280,299,301,308,312,356,389,409,412,453,463,478,489,492,544,555,598,600,610,636,650,656,679,695,708,715,740,748,757,781,807,820,833,849,853,893,897,926,945,949,953,981,998,1010,1019,1020"
2026,-3.1,[C@@H]1(C2=[N+H]CCN2)C(c2ccccc2)(c2ccccc2)C1,"91,140,147,457,807,844"
5983,49.3,OC[C@@]12[C@H](C=3[C@](C)([C@@]4(C)[C@@H]([C@]5(C)[C@@H](C(C)(C)[C@@H](O)CC5)CC4)CC=3)CC1)CC(C)(C)CC2,"31,33,35,36,80,86,138,222,227,233,240,250,267,301,308,356,389,409,412,418,453,463,478,549,555,598,600,610,679,757,760,781,788,807,849,857,889,904,908,926,927,938,942,962,981,1010,1019"
5375,9.8,O=C(OCC(=O)[C@H]1[C@@]2(C)[C@@H]([C@H]3[C@@H]([C@@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C(C)(C)C,"7,16,33,36,70,71,80,84,88,105,114,120,138,147,151,182,195,206,242,250,262,270,279,301,314,356,392,408,434,453,479,494,504,519,529,562,622,650,684,695,714,807,841,849,852,860,893,926,927,964,980,992,1019"
1513,-3.3,O=C(OCC)C1(c2ccccc2)CC[N+H2]CC1,"91,140,147,457,807,844"
6255,51.8,OC[C@@]1(C)[C@H](O)CC[C@]2(C)[C@@H]1CC[C@@]1(C)[C@H]2CC[C@H]2[C@@]3(C)[C@H](C(C)(C)[C@H](O)CC3)CC=C2C1,"30,31,33,36,57,80,138,145,175,222,233,250,267,301,310,328,347,356,389,453,470,478,511,533,549,598,610,678,690,757,760,766,788,792,807,811,849,889,926,927,940,973,981,1008,1019"
2055,0.3,[N+H2](CCCC1c2c(cccc2)C=Cc2c1cccc2)C,"91,140,147,457,807,844"
794,-4.7,O(C[C@H](O)CO)c1c(C)cccc1,"1,33,64,80,118,175,222,227,329,356,367,386,428,482,526,658,695,698,726,807,849,946,948,953,975,988,1014"
5498,11.8,S(=O)(=O)(N)c1c(C(F)(F)F)cc2N[C@H](Cc3ccccc3)NS(=O)(=O)c2c1,"19,42,64,80,83,90,114,147,175,207,227,252,262,266,301,350,356,363,389,392,419,429,432,452,458,469,583,607,625,650,652,691,717,726,730,809,833,840,849,861,865,875,892,904,924,958,1019"
599,-4.7,O[C@H](C[N+H2]C)c1ccc(O)cc1,"91,140,147,457,807,844"
8727,227.2,S(C[C@H]1C(=O)C[C@@H]2C(=O)N[C@H](c3ccccc3)C(=O)O[C@H](C)[C@@H](NC(=O)c3c(O)cccn3)C(=O)N[C@@H](CC)C(=O)N3[C@@H](C(=O)N(C)[C@@H](Cc4ccc(N(C)C)cc4)C(=O)N2C1)CCC3)[C@H]1C2CC[N+H](C1)CC2,"91,140,147,457,807,844"
4631,4.9,Clc1cc2N(CCCN3CC[N+H](C)CC3)c3c(Sc2cc1)cccc3,"91,140,147,457,807,844"
143,-3.7,S=C1N([O-])C=CC=C1,"64,77,97,112,161,175,356,384,394,607,693,715,726,842,849,935,946,1018"
3555,-2.4,O(C)c1c(O)cc2[C@@H](Cc3cc(O)c(OC)cc3)[N+@H](C)CCc2c1,"91,140,147,457,807,844"
7790,31.3,O=[N+]([O-])c1cc([C@H]2C(C(OC(C[N+@@H](CCC(c3ccccc3)c3ccccc3)C)(C)C)=O)=C(C)NC(C)=C2C(=O)OC)ccc1,"91,140,147,457,807,844"
2700,-1.3,N#CC(C)(C)c1cc(C(C#N)(C)C)cc(Cn2ncnc2)c1,"0,33,43,54,80,114,119,342,344,356,360,378,392,393,489,548,579,645,649,651,674,677,730,741,747,754,790,842,849,875,903,932,935,965"
8199,77.9,O=C[C@@]12[C@](O)(C[C@H](O[C@H]3[C@H](O)[C@H](O)[C@@H](O[C@H]4[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)[C@@H](C)O3)CC1)CC[C@H]1[C@]3(O)[C@@](C)([C@@H](C4=COC(=O)C=C4)CC3)CC[C@@H]21,"13,33,36,53,73,80,119,130,138,201,209,210,222,233,239,245,250,254,255,263,285,299,301,314,324,336,356,357,384,412,449,450,463,485,489,492,497,503,519,529,555,574,576,580,590,610,650,656,679,682,694,695,699,722,726,738,740,776,779,803,807,811,817,820,849,856,857,869,878,891,897,926,953,974,1004,1019"
5973,48.4,O=C1[C@@H]2[C@@](C)([C@@]3(C)[C@@H]([C@@]4(C)[C@H](C(C)(C)[C@H](O)CC4)CC3)C1)CC[C@@H]1[C@H]2[C@@](O)(C(=C)C)CC1,"31,33,36,130,138,157,175,208,215,231,233,250,267,301,314,323,325,342,356,370,412,442,449,453,478,549,555,576,580,585,610,623,648,650,703,721,760,788,807,886,889,904,926,927,1009,1017,1019,1022"
22,-2.8,[N+H3]CCCC,"91,140,147,457,807,844"
5546,-0.8,P(=O)(OC[C@@H]1[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](n2c3ncnc(N)c3nc2)O1)([O-])[O-],"9,71,75,80,112,147,152,163,189,192,194,209,219,229,233,303,356,378,428,433,435,463,486,489,519,548,563,577,610,620,643,650,656,672,675,692,695,700,715,786,807,849,863,897,926,932,935,962,1001,1019"
3861,3.6,O(C)c1c(OC)cc2c([C@H](Cc3cc(O)c(OC)cc3)[N+@@H](C)CC2)c1,"91,140,147,457,807,844"
3527,5.9,Clc1ccc(-c2c(CC(=O)[O-])sc(-c3ccccc3)n2)cc1,"46,64,80,136,145,162,175,202,216,284,320,323,325,356,378,389,455,471,561,650,659,675,703,715,726,730,736,785,807,816,831,849,893,896,909,910,925,977"
5290,39.3,C(C)(C)[C@H]1[C@@]2(C)[C@@H]([C@@]3(C)[C@@](C)([C@@H]4[C@](C)([C@H]5[C@](C)(C(C)=CCC5)CC4)CC3)CC2)CC1,"1,8,10,33,36,87,93,123,138,175,243,250,253,267,283,301,310,345,356,412,452,453,478,527,568,592,698,712,732,742,757,768,849,860,889,926,994,1019"
2872,-2.5,O=C1N(C[C@]2(O)O[C@@H]3[C@H]([N+H2]CCC3)C2)C=Nc2c1cccc2,"91,140,147,457,807,844"
5945,31.5,O=C1C(C)(C)[C@H]2[C@@](C)([C@H]3C([C@]4(C)[C@@](C)([C@H]([C@H](CC/C=C(\C)/C)C)[C@H](O)C4)CC3)=CC2)CC1,"1,4,33,34,36,80,116,138,188,233,250,258,272,283,301,314,356,401,409,412,418,453,478,479,495,541,550,555,556,558,598,647,650,659,669,679,690,694,699,714,739,757,764,781,797,807,831,849,863,883,904,926,938,981,1017,1019"
6996,9.3,S(C(=O)c1occc1)CC1=C(C(=O)[O-])N2C(=O)[C@H](NC(=O)/C(=N/OC)/c3nc(N)sc3)[C@H]2SC1,"5,33,39,42,64,80,89,116,128,131,144,147,150,186,202,209,228,233,235,240,243,255,314,356,378,387,398,417,431,433,440,470,471,474,484,523,543,544,547,552,614,621,650,653,656,675,695,698,715,725,726,730,753,762,787,792,804,807,831,841,849,855,859,869,871,872,882,893,898,902,926,935,963,997,998,1019"
7366,31.8,O=C[C@]12[C@@](O)(C[C@@H](O[C@H]3[C@@H](O)[C@@H](O)[C@@H](O)[C@H](C)O3)CC1)CC[C@@H]1[C@]3(O)[C@@](C)([C@H](O)C[C@@H]21)[C@H](C1=CC(=O)OC1)CC3,"13,33,36,57,63,67,73,82,84,109,119,130,131,138,197,233,245,250,263,268,285,299,301,313,314,324,336,356,357,360,441,463,489,493,503,508,519,529,550,574,580,590,609,650,656,679,682,694,695,699,722,738,760,772,804,805,807,811,817,849,857,869,891,897,926,974,1004,1008,1019"
6058,9.9,O(C)c1c(O[C@H]2[C@@H](O)[C@@H](O)[C@@H](O)[C@H](CO)O2)cc2OC=C(c3ccc(O)cc3)C(=O)c2c1,"13,33,80,136,209,210,221,222,233,237,249,289,299,304,314,333,352,356,384,463,465,489,492,512,524,525,578,610,624,650,656,667,690,695,696,726,740,745,754,784,807,820,841,849,875,896,897,946,953,989,1017,1019"
8539,118.9,O([C@H]1[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](C)O2)[C@H](O[C@H]2CC=3[C@@](C)([C@H]4[C@H]([C@@H]5[C@](C)([C@H]6[C@@H](C)[C@@H]7[N+H]([C@H]6C5)C[C@@H](C)CC7)CC4)CC=3)CC2)O[C@H](CO)[C@H]1O)[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](CO)O1,"91,140,147,457,807,844"
885,-4.3,O=C([O-])CCNC(=O)c1ccccc1,"8,64,80,128,175,197,202,257,265,356,361,363,389,486,540,641,650,667,715,726,735,785,807,849,893,961"
6585,27.5,O=C1[C@@H]2[C@@](C)([C@@H]3[C@H](O)C[C@]4(C)[C@@H]([C@](O)([C@H](O)CCC(C)C)C)CC[C@@]4(O)C3=C1)C[C@H](O)[C@@H](O)C2,"1,2,33,36,80,84,93,114,130,138,157,173,177,198,227,233,250,254,268,283,291,301,314,321,356,367,392,412,453,462,493,504,516,526,642,650,670,679,689,697,702,723,739,781,807,823,826,836,849,865,884,914,926,946,961,1019"
3909,23.3,[N+H2](C)[C@H]1CC=2[C@](C)([C@H]3[C@@H]([C@H]4C5(C([C@H](C)[N+@@H](C)C5)CC4)CC3)CC=2)CC1,"91,140,147,457,807,844"
5383,19.4,O[C@@H]1C[C@H]2[C@@](C)([C@H]3C([C@H]4[C@](C)([C@@H]([C@H](CC[C@H](C(C)C)CC)C)CC4)CC3)=CC2)CC1,"1,4,8,26,33,36,45,80,138,165,179,233,243,250,268,282,283,294,301,342,356,453,500,514,520,528,590,598,669,678,699,722,726,739,748,749,753,757,770,775,784,807,849,858,873,921,926,927,1019"
6064,13.6,O(C)c1c(O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](CO)O2)cc2OC=C(c3ccc(O)cc3)C(=O)c2c1,"13,33,80,136,209,210,221,222,233,237,249,289,299,304,314,333,352,356,384,463,465,489,492,512,524,525,578,610,624,650,656,667,690,695,696,726,740,745,754,784,807,820,841,849,875,896,897,946,953,989,1017,1019"
3236,4.3,O=C([O-])[C@H](NC(=O)C1CCC(C(C)C)CC1)Cc1ccccc1,"1,33,42,64,79,80,117,128,175,202,251,253,283,301,356,389,399,457,514,650,689,696,715,726,730,736,740,807,837,849,857,893,898,926,954,973,974,982,1019"
8071,47.2,O(C)c1ccc(C2=C(OC[C@@H]3[C@H](O)[C@H](O)[C@H](O)[C@@H](C)O3)C(=O)c3c(c(C/C=C(\C)/C)c(O[C@H]4[C@@H](O)[C@H](O)[C@H](O)[C@H](CO)O4)cc3)O2)cc1,"13,33,54,80,94,104,112,118,133,136,177,210,222,233,256,285,299,314,322,333,356,428,433,463,479,489,492,511,512,521,524,525,550,558,580,610,623,633,650,656,694,695,696,707,709,718,722,726,740,751,772,781,807,820,831,841,849,854,896,897,920,942,946,953,979,1004,1010,1017,1019"
6876,31.2,O=C(O[C@H]1[C@H](OC(=O)C)[C@@]2(C)[C@@](O)([C@@]3(C)[C@H](O)CCC(C)(C)[C@H]13)C(=O)C[C@](C=C)(C)O2)CC[N+H](C)C,"91,140,147,457,807,844"
2273,-3.2,O=C(O[C@H]1C[C@@H](C)CC(C)(C)C1)[C@@H](O)c1ccccc1,"1,33,36,41,64,102,119,124,147,175,193,227,250,268,285,341,356,365,367,389,390,463,557,650,679,693,695,698,726,807,825,849,893,912,926,963,967,1019"
3184,-3.0,O([C@H](CC(=O)NC[C@@H](CCCC)CC)C)C(=O)CCC(=O)[O-],"1,32,33,41,69,80,128,194,197,202,205,266,283,294,304,362,396,399,417,481,492,520,540,567,591,606,650,695,715,716,735,739,785,794,807,879,880,887,893,1000"
1871,-3.7,O=C([O-])[C@H]1c2n(c(C(=O)c3ccccc3)cc2)CC1,"9,21,64,87,175,202,250,274,275,301,332,356,361,389,440,456,472,488,508,510,544,636,650,715,726,751,782,807,849,868,893,926,935,961,1019"
4978,25.9,O=C1OCC([C@H]2[C@@]3(C)[C@](O)([C@H]4[C@H]([C@@]5(CO)[C@H](C[C@@H](O)CC5)CC4)CC3)CC2)=C1,"26,33,36,57,67,80,84,109,130,138,161,222,233,250,268,301,313,314,336,356,389,412,426,441,449,493,494,500,519,528,529,555,562,590,609,650,656,682,699,775,776,805,807,811,832,849,857,926,956,965,1008,1019"
1266,-5.1,O=C1OC23[C@H]4[N+H]([C@@H](C=CC2=C1)C3)CCCC4,"91,140,147,457,807,844"
6304,33.0,O(C)c1c(O)ccc(C=2Oc3c([C@H]4[C@@H](O)[C@@H](O)[C@H](O)[C@H](CO)O4)c(O)cc([O-])c3C(=O)C=2)c1,"13,33,48,64,80,121,133,136,144,210,222,233,249,250,271,314,356,378,389,445,451,463,476,486,492,512,578,580,583,610,614,624,650,656,666,670,673,695,715,726,740,779,807,820,827,841,845,849,875,896,897,920,946,960,992,996,1019"
4773,9.9,Cl[C@@H]1C2(C(=O)C=C(OC)C2)C23C([N+@@H](C)CC2)(C(OC)=C(OC)C(=O)C3)C1,"91,140,147,457,807,844"
2953,-1.9,O=C(OC1C[C@H]2[N+H](C)[C@@H]([C@@H]3O[C@H]23)C1)[C@@H](CO)c1ccccc1,"91,140,147,457,807,844"
8434,22.6,Ic1c(N(C(=O)C)C[C@@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c(I)c1C(=O)NC[C@@H](O)CO,"1,23,33,34,80,128,150,197,222,227,327,356,407,461,466,474,482,486,564,570,586,603,606,650,661,708,783,807,836,846,881,893,947,953,981,990,1014,1017"
1955,-4.6,O=Cc1c(O)c(O)c(C(C)C)c2c1c(O)cc(C)c2,"1,3,33,39,54,142,202,223,283,333,338,350,356,371,456,472,481,510,578,583,598,602,633,650,694,698,799,807,849,875,929,960,1004"
358,-4.2,[S@@H0](=O)(C[C@H]([N+H3])C(=O)[O-])C,"91,140,147,457,807,844"
2239,-3.6,O=C(OC[C@@H](O)CO)CCCCCCCCCCC,"1,33,80,118,119,147,222,227,243,294,362,375,420,482,523,526,540,591,650,677,695,729,794,807,887,893,953,1014"
704,-3.8,C([N+H]1CCNCC1)c1ccccc1,"91,140,147,457,807,844"
3478,-1.1,O=[N+](O[C@H]1COc2c(OC[C@@H](O)C[N+H2]C(C)C)cccc2C1)[O-],"91,140,147,457,807,844"
4659,5.5,O(C(c1ccccc1)c1ccccc1)CC[N+@H]([C@@H]([C@H](O)c1ccccc1)C)C,"91,140,147,457,807,844"
2549,-3.1,O[C@H]([C@@H]([N+H2]CCc1ccc(O)cc1)C)c1ccc(O)cc1,"91,140,147,457,807,844"
943,-5.2,O(C)C1[C@@H](O)[C@H](O)C(O)[C@H](O)[C@H]1O,"13,33,233,463,521,576,695,807,841,912,926,937,1019"
1581,-3.4,Clc1c([C@]2([N+H2]C)C(=O)CCCC2)cccc1,"91,140,147,457,807,844"
5338,46.4,O=C(C)[C@@H]1[C@H]2[C@](C)([C@@H]3[C@](C)([C@]4(C)[C@@H]([C@]5(C)[C@H](C(C)(C)CCC5)CC4)CC3)CC2)CC1,"4,33,36,72,126,138,157,175,208,209,250,267,287,301,310,337,367,412,453,478,507,519,527,529,555,632,650,679,807,889,893,926,927,1004,1017,1019"
6159,19.3,OC(/C=C/C=C/[C@H](C)[C@@H]1[C@]2(C)[C@@H](/C(=C/C=C\3/C(=C)[C@@H](O)C[C@@H](O)C/3)/CCC2)CC1)(CC)CC,"1,4,8,33,35,36,51,56,78,80,98,114,118,133,137,138,206,216,231,233,243,250,268,283,294,295,301,336,342,344,356,395,432,444,453,470,472,478,549,590,600,621,632,678,680,681,694,695,714,807,860,884,890,921,926,960,978,983,1006,1019"
5690,66.2,O[C@@H]1C(C)(C)[C@H]2[C@](C)(C=3[C@@H]([C@@]4(C)[C@](C)([C@H]5[C@](C)([C@@H](C(C)C)CC5)CC4)CC=3)CC2)CC1,"1,8,31,33,36,61,78,93,112,138,233,243,250,253,283,301,310,345,356,412,452,453,477,478,527,531,549,570,610,665,678,712,757,760,761,781,788,807,849,860,926,994,1019"
3828,3.9,Clc1c(C2=NCc3n(c(C)nn3)-c3sc(CC)cc23)cccc1,"32,33,47,64,80,124,135,140,162,168,175,195,272,294,332,352,356,366,378,421,457,469,512,534,561,624,628,656,659,675,698,724,726,765,775,849,871,875,881,917,926,935,969,974,982,984"
431,-1.6,O[C@H]1C2(C)C(C)(C)C(C1)CC2,"33,36,138,186,233,234,250,268,301,375,412,528,555,577,760,764,807,868,926,968,1019"
23,-3.7,O=C([O-])CO,"80,202,222,640,650,673,715,785,807,893"
5366,23.9,O=C(OCC(=O)[C@H]1[C@@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C(C)(C)C,"7,16,33,36,70,71,80,84,88,105,114,120,138,147,151,182,195,206,242,250,262,270,279,301,314,356,392,408,434,453,479,494,504,519,529,562,622,650,684,695,714,807,841,849,852,860,893,926,927,964,980,992,1019"
1029,-3.2,[N+](CCCCCC[N+](C)(C)C)(C)(C)C,"33,80,119,288,319,336,414,550,628,887,913"
6604,10.9,O([C@H]1[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@H]([N+H2]C)[C@@](O)(C)CO2)[C@@H]([N+H3])C[C@@H]1[N+H3])[C@@H]1[C@@H]([N+H3])CC[C@@H]([C@H]([N+H2]C)C)O1,"91,140,147,457,807,844"
2187,0.4,O[C@@H]1C2Oc3c(O)ccc4c3C32[C@@H]([C@@H]([N+H2]CC3)C4)C=C1,"91,140,147,457,807,844"
3294,0.3,O=C(OCN1C(=O)N(CC#C)CC1=O)[C@H]1[C@@H](/C=C(\C)/C)C1(C)C,"32,33,36,43,65,80,92,125,147,199,233,250,314,349,356,398,419,423,527,534,549,550,582,588,650,674,680,694,695,740,797,798,807,852,874,884,893,915,922,926,935,946,973,974,1012,1017,1019"
4418,0.1,O=C([O-])C=1Nc2c(O[C@H]3[C@H](O)[C@H](O)[C@@H](O)[C@H](CO)O3)cccc2C(=O)C=1,"13,15,64,80,90,113,122,135,143,202,209,210,222,233,299,314,333,356,365,386,463,489,492,506,524,544,549,593,610,650,656,695,696,713,715,721,726,729,740,807,820,849,875,893,897,920,946,953,1019"
8225,79.4,Clc1c(OC)cc2cc1N(C)C(=O)C[C@@H](OC(=O)[C@H](N(C(=O)CC(C)C)C)C)[C@@]1(C)O[C@H]1[C@H](C)C1OC(=O)NC(O)([C@@H](OC)/C=C/C=C(/C)\C2)C1,"1,33,34,36,42,46,50,59,79,80,90,102,106,115,121,122,130,139,147,154,179,214,225,231,232,249,250,264,266,271,283,285,287,288,314,338,349,356,482,497,512,527,540,561,568,650,652,656,659,669,672,679,695,698,733,750,779,795,798,801,807,823,841,849,850,857,861,862,875,881,883,884,893,901,926,935,937,946,953,955,972,978,987,994,1000,1011,1019,1023"
4289,16.0,O=C(O[C@@H]1C[N+H]2[C@@H]([C@H]3C(=O)[C@H]([C@@H]4N(C(=O)CCC4)C3)C2)CC1)/C(=C/C)/C,"91,140,147,457,807,844"
7619,130.0,O(C)c1c2Oc3c4OCOc4cc4c3[C@H]([N+@@H](C)CC4)Cc3ccc(Oc4c(O)ccc(c4)C[C@H]4[N+@H](C)CCc(c4c2)c1)cc3,"91,140,147,457,807,844"
1096,-1.5,CC1(C)[C@@]2(C)[C@@H]3[C@@H](C(C)=CC3)CC1CC2,"33,36,138,171,186,234,250,260,268,301,317,356,412,452,455,519,528,555,577,586,598,698,757,764,849,850,883,926,961,1019"
6355,6.0,O=C(NCCCCCC(=O)[O-])[C@H](NC(=O)Cc1ccccc1)[C@@H]1SC(C)(C)[C@H](C(=O)[O-])[N+H2]1,"91,140,147,457,807,844"
3049,-1.2,O=CN(/C(/C)=C/1\SC(=O)OCC\1)Cc1c(N)nc(C)nc1,"21,33,44,59,79,80,102,147,167,170,248,256,284,314,325,356,378,428,433,435,441,499,507,511,581,612,626,650,656,675,680,694,698,714,762,786,807,831,840,849,881,926,949,950,958,965,1001,1004,1017,1020"
6819,16.8,O=C([O-])C(C)(C)c1ccc([C@@H](O)CCC[N+H]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,"91,140,147,457,807,844"
8282,53.5,O=C([O-])[C@@H](CC)[C@@H]1[C@H](C)C[C@H](C)[C@@H]([C@H]([C@@H](O)[C@H](C(=O)[C@@H](CC)[C@H]2[C@H](C)C[C@@H](C)[C@@]3(O2)O[C@@]2([C@H](O)C=C3)O[C@@](C)([C@H]3O[C@H](C)[C@@](O)(CC)CC3)CC2)C)C)O1,"1,33,36,42,46,59,75,80,88,98,113,117,130,138,162,176,189,202,227,233,238,250,265,268,280,283,285,294,301,315,327,336,342,373,407,431,447,457,486,514,520,562,579,607,610,623,636,650,656,666,706,715,723,770,787,793,803,807,808,829,831,833,835,849,869,873,880,885,893,897,913,920,926,931,962,1002,1019,1020"
